1.000000000000000000e+00,3.372046351432800293e-01,-1.077743887901306152e+00,7.817513942718505859e-01,nan,-1.972804188728332520e+00,-1.338411450386047363e+00,1.375016570091247559e-01,nan,5.794322583824396133e-03,-9.006681442260742188e-01,8.875254988670349121e-01,7.810720801353454590e-01,5.561223998665809631e-02,1.141180992126464844e+00,nan,-8.214124441146850586e-01,nan,-9.666184186935424805e-01,8.742279410362243652e-01,-1.829536817967891693e-02,-1.699834465980529785e-01,-6.810796260833740234e-01,1.248870491981506348e+00,-1.555787622928619385e-01,nan,-3.829818367958068848e-01,nan,nan,3.957888484001159668e-01,4.195009768009185791e-01,2.123943805694580078e+00,-4.225861728191375732e-01,-5.196811556816101074e-01,-8.002726435661315918e-01,nan,nan,-8.561103790998458862e-02,nan,-8.182824850082397461e-01,6.020877361297607422e-01,7.268659472465515137e-01,5.591046810150146484e-01,-6.264848113059997559e-01,2.274741977453231812e-01,1.202280372381210327e-01,2.376291453838348389e-01,nan,2.192171514034271240e-01,nan,nan,nan,6.123546361923217773e-01,-1.487995266914367676e+00,-3.258467912673950195e-01,-4.643861353397369385e-01,-6.108431220054626465e-01,-3.036026656627655029e-01,nan,nan,9.404072165489196777e-01,-1.655612826347351074e+00,-3.453063964843750000e-01,1.375931501388549805e-01,5.362312197685241699e-01,6.730986237525939941e-01,7.905797362327575684e-01,-3.215122520923614502e-01,nan,8.569672107696533203e-01,nan,-1.298740506172180176e+00,-1.116031646728515625e+00,nan,nan,nan,nan,-3.979690372943878174e-01,1.608420163393020630e-01,6.038668155670166016e-01,-3.133329153060913086e-01,4.367735087871551514e-01,-6.676624417304992676e-01,nan,nan,nan,4.749351143836975098e-01,-4.647575318813323975e-01,nan,4.352282583713531494e-01,nan,6.884600520133972168e-01,-7.821631431579589844e-02,-4.016765356063842773e-01,-6.981781870126724243e-02,-1.654145359992980957e+00,-1.461656808853149414e+00,nan,nan,4.263412952423095703e-01,-8.354823589324951172e-01
1.000000000000000000e+00,nan,1.199194550514221191e+00,-3.704854846000671387e-01,7.534792423248291016e-01,-9.438693523406982422e-01,nan,nan,-3.034682273864746094e-01,8.629832863807678223e-01,nan,4.447077214717864990e-01,2.367931306362152100e-01,nan,-1.419890999794006348e+00,9.617960453033447266e-02,-4.919724464416503906e-01,2.143249511718750000e-01,1.832866668701171875e-02,1.610874414443969727e+00,-2.038348466157913208e-01,nan,1.917611509561538696e-01,nan,1.325979232788085938e+00,8.424986004829406738e-01,nan,nan,-1.160038113594055176e+00,nan,-9.273320436477661133e-01,-3.976601958274841309e-01,-1.372871637344360352e+00,6.365901827812194824e-01,nan,-1.480345606803894043e+00,-9.636061787605285645e-01,3.386741578578948975e-01,nan,2.060318231582641602e+00,2.795926809310913086e+00,3.986812233924865723e-01,-9.513725042343139648e-01,-2.101252317428588867e+00,nan,-7.972774505615234375e-01,-3.861596882343292236e-01,-6.166449189186096191e-01,nan,1.065987229347229004e+00,1.806229203939437866e-01,nan,-1.056264281272888184e+00,nan,-4.950412213802337646e-01,nan,1.777029633522033691e+00,1.004353016614913940e-01,9.935322403907775879e-01,nan,-1.175515174865722656e+00,nan,nan,2.074553728103637695e+00,-8.949556350708007812e-01,7.993023395538330078e-01,-9.626474380493164062e-01,9.862312078475952148e-01,3.800948858261108398e-01,nan,-4.868529364466667175e-02,nan,4.444620907306671143e-01,nan,nan,-1.277696847915649414e+00,2.292149215936660767e-01,1.616748690605163574e+00,1.622871011495590210e-01,-1.172796562314033508e-01,2.753423750400543213e-01,1.277665972709655762e+00,2.289791852235794067e-01,-3.837696313858032227e-01,1.079514741897583008e+00,4.424491524696350098e-01,nan,1.999844759702682495e-01,nan,-1.355994462966918945e+00,nan,nan,-1.591882109642028809e-01,nan,nan,-1.075887918472290039e+00,-9.102095365524291992e-01,nan,-3.795036673545837402e-01,2.345850318670272827e-02,-1.174238622188568115e-01
1.000000000000000000e+00,nan,nan,nan,nan,-2.073063373565673828e+00,nan,-8.550285696983337402e-01,-1.177996873855590820e+00,-8.556369543075561523e-01,nan,9.238531589508056641e-01,-1.339564800262451172e+00,2.027317695319652557e-02,nan,nan,1.038606524467468262e+00,5.169510245323181152e-01,1.339524984359741211e+00,-1.777467578649520874e-01,-6.510450839996337891e-01,-2.084255069494247437e-01,nan,1.872222423553466797e-01,nan,9.784687310457229614e-02,1.864311695098876953e-01,nan,nan,-8.743881583213806152e-01,-2.931139469146728516e-01,-1.467113375663757324e+00,-6.030821204185485840e-01,3.145718574523925781e-01,1.152391433715820312e+00,-7.316160798072814941e-01,nan,nan,-1.436005383729934692e-01,-1.061055660247802734e+00,nan,-8.899974822998046875e-01,-6.907326728105545044e-02,-1.724833607673645020e+00,-1.451976776123046875e+00,2.106547594070434570e+00,-1.244117498397827148e+00,-1.099188208580017090e+00,1.826164722442626953e+00,2.910018444061279297e+00,-1.080426335334777832e+00,nan,nan,1.683393836021423340e+00,-1.003273487091064453e+00,nan,nan,4.038912951946258545e-01,nan,-1.796711385250091553e-01,-1.362176656723022461e+00,nan,-2.775710821151733398e-01,nan,nan,nan,nan,nan,nan,nan,nan,-7.348693013191223145e-01,3.164319694042205811e-01,-1.289749592542648315e-01,2.082337141036987305e+00,1.571857094764709473e+00,4.390716254711151123e-01,-7.351751327514648438e-01,nan,nan,nan,nan,-1.769158840179443359e+00,9.559100866317749023e-01,nan,-1.153437972068786621e+00,-4.642081558704376221e-01,nan,3.557630628347396851e-02,nan,-1.170578673481941223e-01,nan,1.726401001214981079e-01,1.510158896446228027e+00,-2.506027221679687500e+00,-2.087385952472686768e-01,1.592104434967041016e-01,2.975091040134429932e-01,-3.569454252719879150e-01,nan,3.581345081329345703e-01
1.000000000000000000e+00,1.782467722892761230e+00,-1.558473229408264160e+00,8.997916579246520996e-01,-3.381898999214172363e-01,nan,nan,-3.350111544132232666e-01,1.325825929641723633e+00,nan,1.756345510482788086e+00,1.184095144271850586e+00,4.397185444831848145e-01,1.730665326118469238e+00,4.562031924724578857e-01,nan,-2.593047916889190674e-01,4.972463101148605347e-02,-7.040366530418395996e-01,9.874078035354614258e-01,-1.123500108718872070e+00,7.834786176681518555e-01,-1.835994124412536621e-01,1.196807265281677246e+00,7.305844426155090332e-01,1.828073501586914062e+00,nan,-1.586399912834167480e+00,nan,-1.194209814071655273e+00,-5.222134590148925781e-01,nan,5.998594164848327637e-01,nan,-9.935879111289978027e-01,nan,-1.160040497779846191e+00,nan,3.271969258785247803e-01,1.201783418655395508e+00,5.615396499633789062e-01,-2.301587581634521484e+00,3.237781822681427002e-01,1.151980087161064148e-01,nan,1.600199580192565918e+00,nan,-5.957444906234741211e-01,nan,-1.588705182075500488e+00,1.432451486587524414e+00,4.021913409233093262e-01,8.278670310974121094e-01,-6.058067083358764648e-01,8.249855041503906250e-01,1.050645470619201660e+00,2.540543973445892334e-01,2.042075395584106445e-01,nan,nan,nan,-1.475506722927093506e-01,3.649795949459075928e-01,9.624189734458923340e-01,-1.136077404022216797e+00,-1.561787575483322144e-01,1.501791357994079590e+00,-7.248399853706359863e-01,nan,1.853840500116348267e-01,8.262057304382324219e-01,nan,nan,8.503664135932922363e-01,8.380180597305297852e-01,5.532401204109191895e-01,2.349902153015136719e+00,-1.749511361122131348e-01,-1.991055727005004883e+00,1.552177548408508301e+00,-4.600662589073181152e-01,9.130267798900604248e-02,1.338114380836486816e+00,-1.576271533966064453e+00,-1.297711610794067383e+00,nan,-7.803054451942443848e-01,4.611424505710601807e-01,nan,2.371350377798080444e-01,-1.424094438552856445e+00,nan,7.450611889362335205e-02,-4.505903422832489014e-01,nan,7.267789840698242188e-01,1.210044622421264648e-01,7.725961804389953613e-01,2.406751811504364014e-01,5.559839010238647461e-01,nan
1.000000000000000000e+00,-1.548281013965606689e-01,nan,8.547111153602600098e-01,nan,5.273841023445129395e-01,-2.959658503532409668e-01,-1.133035868406295776e-01,nan,-1.970648527145385742e+00,nan,nan,nan,-6.874183416366577148e-01,nan,-2.507090568542480469e-01,2.345169633626937866e-01,nan,nan,nan,1.356393098831176758e+00,1.030676886439323425e-01,nan,-5.953092575073242188e-01,nan,-8.808165192604064941e-01,-3.887539803981781006e-01,8.061609864234924316e-01,1.727187752723693848e+00,-1.405081629753112793e+00,nan,nan,nan,-1.355759650468826294e-01,-1.783681869506835938e+00,9.414219856262207031e-01,-5.623163580894470215e-01,nan,-1.043276429176330566e+00,nan,nan,-2.037610411643981934e-01,3.477213382720947266e-01,4.067133069038391113e-01,nan,-3.332528471946716309e-01,nan,1.055240750312805176e+00,-3.336747586727142334e-01,nan,nan,nan,3.295581042766571045e-01,1.904699325561523438e+00,2.107591867446899414e+00,6.701529771089553833e-02,1.819388121366500854e-01,nan,-8.575128912925720215e-01,2.851293087005615234e-01,-3.651270642876625061e-02,3.120878636837005615e-01,-8.382430672645568848e-01,-1.589092969894409180e+00,nan,-1.140296459197998047e+00,-5.034797191619873047e-01,-2.647882997989654541e-01,nan,nan,nan,3.531973659992218018e-01,-3.984973430633544922e-01,-3.210053741931915283e-01,1.852114051580429077e-01,6.182550787925720215e-01,-2.744664549827575684e-01,nan,-1.133522152900695801e+00,3.821562277153134346e-03,nan,2.053714394569396973e-01,1.463929653167724609e+00,nan,5.497038960456848145e-01,-6.097658351063728333e-02,-1.691710948944091797e-01,-7.805890440940856934e-01,4.198142588138580322e-01,-8.554902672767639160e-01,6.506992578506469727e-01,1.095902681350708008e+00,3.864457309246063232e-01,-2.633940875530242920e-01,4.529794156551361084e-01,-2.803099751472473145e-01,9.169559478759765625e-01,-1.880071520805358887e+00,-3.208499252796173096e-01,-1.952358007431030273e+00,-1.406012773513793945e+00
1.000000000000000000e+00,1.413197636604309082e+00,8.059076070785522461e-01,-7.486416697502136230e-01,nan,nan,-5.752581954002380371e-01,nan,nan,-5.370272397994995117e-01,nan,-1.541003704071044922e+00,-3.024493753910064697e-01,nan,-6.639565527439117432e-02,7.944745421409606934e-01,3.812119066715240479e-01,nan,-6.949462294578552246e-01,nan,1.626089334487915039e+00,-9.441064000129699707e-01,-8.908829689025878906e-01,1.363811135292053223e+00,-1.916111409664154053e-01,1.411231875419616699e+00,-4.716784954071044922e-01,1.462265729904174805e+00,1.500885635614395142e-01,nan,nan,-3.697300255298614502e-01,nan,nan,4.238552749156951904e-01,-1.576195359230041504e+00,6.520469188690185547e-01,-5.072783827781677246e-01,1.156171917915344238e+00,nan,-7.909829616546630859e-01,-1.697979927062988281e+00,nan,2.918160855770111084e-01,-1.791308075189590454e-01,-2.450100779533386230e-01,nan,nan,-1.008049249649047852e+00,nan,nan,nan,5.375246405601501465e-01,2.576169669628143311e-01,2.065041303634643555e+00,nan,nan,-7.803609967231750488e-01,-1.046425580978393555e+00,-1.285341382026672363e+00,-8.844987154006958008e-01,-6.690031290054321289e-02,nan,2.761487476527690887e-02,-8.381687402725219727e-01,8.604843616485595703e-01,7.348343133926391602e-01,-1.283822953701019287e-01,-6.590279340744018555e-01,5.399063825607299805e-01,1.774003356695175171e-01,-1.474213361740112305e+00,-6.344994157552719116e-02,2.398610860109329224e-01,-8.937140703201293945e-01,1.891891509294509888e-01,-1.372234821319580078e+00,nan,1.245130777359008789e+00,-2.470064163208007812e-01,3.521231114864349365e-01,nan,-1.170686244964599609e+00,nan,nan,7.386115193367004395e-01,1.954762578010559082e+00,-1.185087442398071289e+00,-8.694360852241516113e-01,nan,nan,-1.143285751342773438e+00,2.690401077270507812e-01,1.863112568855285645e+00,-1.609790921211242676e+00,-1.249302268028259277e+00,-4.398893117904663086e-01,-5.383346080780029297e-01,8.206631541252136230e-01,2.690129876136779785e-01,-1.676869511604309082e+00
1.000000000000000000e+00,nan,-6.276097297668457031e-01,1.327300548553466797e+00,-6.444418430328369141e-01,-6.435047984123229980e-01,5.157582759857177734e-01,7.866224050521850586e-01,nan,-1.663156986236572266e+00,5.289666652679443359e-01,-1.016905784606933594e+00,nan,nan,4.634973406791687012e-01,-7.576280832290649414e-01,-1.244292855262756348e+00,6.910374760627746582e-01,2.390650659799575806e-01,-6.456776261329650879e-01,1.451981782913208008e+00,nan,4.243143275380134583e-02,2.809466123580932617e-01,-6.108333468437194824e-01,4.785088598728179932e-01,nan,-4.177255630493164062e-01,nan,nan,-2.401969909667968750e+00,1.595298886299133301e+00,2.472274541854858398e+00,-4.118799865245819092e-01,-1.886101841926574707e+00,-3.090617358684539795e-01,nan,nan,-1.086555600166320801e+00,6.143207550048828125e-01,nan,-1.506302952766418457e+00,7.128854393959045410e-01,nan,1.679731309413909912e-01,-3.278630673885345459e-01,-1.172277256846427917e-01,nan,-1.727333307266235352e+00,1.619738638401031494e-01,-3.390461504459381104e-01,nan,-1.939166188240051270e-01,1.622859835624694824e+00,nan,5.768795013427734375e-01,nan,nan,1.782147288322448730e-01,1.160635590553283691e+00,-3.292806148529052734e-01,-1.664573311805725098e+00,nan,-9.120007157325744629e-01,nan,-1.131187975406646729e-01,-1.792324066162109375e+00,-1.615604400634765625e+00,4.773282408714294434e-01,-5.572376251220703125e-01,-2.543420314788818359e+00,7.980188131332397461e-01,nan,-7.618883252143859863e-01,nan,nan,nan,2.423613309860229492e+00,4.212608635425567627e-01,3.733576536178588867e-01,-1.724690645933151245e-01,7.932412028312683105e-01,6.417403817176818848e-01,1.280514955520629883e+00,nan,-4.535484611988067627e-01,nan,8.188210725784301758e-01,1.505988597869873047e+00,-4.750451147556304932e-01,-4.377934038639068604e-01,3.475762009620666504e-01,-2.253799438476562500e-01,nan,nan,-7.965285778045654297e-01,nan,-2.380554676055908203e+00,nan,-8.820506930351257324e-01,-1.538686454296112061e-01
1.000000000000000000e+00,1.158310294151306152e+00,-3.039826750755310059e-01,-1.072780966758728027e+00,-6.009047850966453552e-02,1.061367630958557129e+00,-1.010269045829772949e+00,-9.238613843917846680e-01,nan,-1.989596635103225708e-01,nan,-1.191153423860669136e-03,7.043485641479492188e-01,-1.043625831604003906e+00,7.268658373504877090e-03,nan,-1.177621841430664062e+00,nan,nan,nan,nan,-8.256081491708755493e-02,1.154440522193908691e+00,-2.306926965713500977e+00,nan,nan,1.396121382713317871e+00,nan,7.810451388359069824e-01,nan,-1.118790268898010254e+00,4.367029368877410889e-01,3.253150358796119690e-02,nan,nan,2.851267158985137939e-01,nan,7.994782328605651855e-01,8.181517720222473145e-01,-1.629853010177612305e+00,-2.206875562667846680e+00,9.848384261131286621e-01,1.194332957267761230e+00,nan,-1.840200185775756836e+00,nan,9.382582902908325195e-01,1.782379746437072754e+00,nan,-3.755747973918914795e-01,-8.161500096321105957e-01,nan,-3.191344439983367920e-01,-1.047914505004882812e+00,nan,nan,nan,-9.471147656440734863e-01,nan,nan,nan,nan,6.141529083251953125e-01,nan,5.877641439437866211e-01,3.057458102703094482e-01,-1.872900485992431641e+00,nan,-5.621867179870605469e-01,-1.332735657691955566e+00,nan,1.758770585060119629e+00,1.346702814102172852e+00,nan,1.343965053558349609e+00,1.150734908878803253e-02,2.589423656463623047e-01,-1.066968321800231934e+00,3.981726169586181641e-01,5.619216710329055786e-02,-1.295794725418090820e+00,-6.621373444795608521e-02,-7.533688843250274658e-02,nan,8.657043576240539551e-01,9.765428490936756134e-03,nan,nan,-2.241325676441192627e-01,nan,nan,-6.811417341232299805e-01,-1.229167461395263672e+00,5.412503480911254883e-01,3.915575444698333740e-01,-1.753170490264892578e+00,-1.394784301519393921e-01,nan,nan,1.049290895462036133e+00,nan
1.000000000000000000e+00,-8.308471441268920898e-01,nan,nan,3.866314589977264404e-01,1.302221059799194336e+00,nan,-1.283146291971206665e-01,-1.203238129615783691e+00,-2.965392172336578369e-01,1.992717385292053223e-01,nan,nan,2.421488910913467407e-01,nan,-5.841584205627441406e-01,3.480557203292846680e-01,nan,2.415354996919631958e-01,nan,-1.085423827171325684e+00,nan,1.468748688697814941e+00,-1.171498537063598633e+00,-2.076018333435058594e+00,-1.854567408561706543e+00,-8.930722251534461975e-03,2.798497118055820465e-02,-9.709831327199935913e-02,1.199905633926391602e+00,-2.660000324249267578e+00,3.850250542163848877e-01,nan,-1.139981746673583984e+00,-3.806948959827423096e-01,-7.556490898132324219e-01,nan,-2.963480651378631592e-01,1.433559656143188477e+00,1.897732734680175781e+00,nan,1.886340260505676270e+00,nan,nan,-9.420186281204223633e-02,1.344126611948013306e-01,nan,3.157524824142456055e+00,8.444286584854125977e-01,-7.120246887207031250e-01,9.512810111045837402e-01,-3.259603381156921387e-01,-5.098115205764770508e-01,8.670209050178527832e-01,3.029386699199676514e-02,2.729729115962982178e-01,nan,3.060422539710998535e-01,4.288506507873535156e-01,-1.974732279777526855e+00,nan,nan,-1.440397262573242188e+00,nan,2.557721920311450958e-02,-7.199454903602600098e-01,8.295296430587768555e-01,-1.336258649826049805e+00,-4.127579331398010254e-01,-6.209015846252441406e-01,-5.444254353642463684e-02,2.831427752971649170e-01,-9.921352267265319824e-01,7.143466472625732422e-01,6.357526034116744995e-02,-1.891331076622009277e+00,nan,1.869612373411655426e-02,-2.168808728456497192e-01,nan,nan,2.078271955251693726e-01,9.699168205261230469e-01,-1.084634780883789062e+00,nan,nan,2.808784544467926025e-01,1.281390309333801270e+00,nan,nan,nan,-7.655005455017089844e-01,-5.371092557907104492e-01,nan,nan,-2.833724915981292725e-01,1.030555129051208496e+00,-6.974297165870666504e-01,-8.444890975952148438e-01,nan,nan
1.000000000000000000e+00,4.235309660434722900e-01,3.437706828117370605e-02,-1.530747115612030029e-01,1.624692559242248535e+00,-6.289338469505310059e-01,2.043874025344848633e+00,nan,nan,9.252312034368515015e-02,-1.130055904388427734e+00,nan,3.973363339900970459e-01,5.443319082260131836e-01,-5.999155640602111816e-01,nan,nan,nan,5.280699133872985840e-01,1.368135809898376465e+00,-1.811568021774291992e+00,nan,-8.698886632919311523e-01,1.290150433778762817e-01,-5.636410117149353027e-01,-1.588111817836761475e-01,nan,-1.740824282169342041e-01,nan,-2.513535022735595703e-01,nan,nan,4.145469963550567627e-01,nan,1.579292178153991699e+00,3.169004321098327637e-01,nan,-1.114823698997497559e+00,-6.942236423492431641e-02,9.823869466781616211e-01,8.108564615249633789e-01,1.962885260581970215e-01,nan,nan,nan,2.906498908996582031e-01,-3.274658620357513428e-01,3.270970582962036133e-01,-2.922518014907836914e+00,3.810563087463378906e-01,-3.431313991546630859e+00,-1.683791756629943848e+00,4.326544404029846191e-01,nan,nan,-7.023749351501464844e-01,1.382767081260681152e+00,-5.117800831794738770e-01,nan,-4.835928976535797119e-02,nan,nan,nan,nan,-1.713759154081344604e-01,-6.752432882785797119e-02,-1.439967393875122070e+00,-2.266279160976409912e-01,-7.484118938446044922e-01,9.249602556228637695e-01,nan,-2.883925735950469971e-01,-1.011952906847000122e-01,1.999169886112213135e-01,6.142761111259460449e-01,nan,-9.655919671058654785e-01,1.140356659889221191e+00,nan,-1.375219702720642090e+00,4.316042363643646240e-01,4.433033466339111328e-01,-1.551567077636718750e+00,2.572680413722991943e-01,nan,3.860763013362884521e-01,6.170160770416259766e-01,-1.416964411735534668e+00,nan,-3.236982524394989014e-01,nan,nan,1.498339653015136719e+00,nan,nan,-8.206749707460403442e-02,3.351189196109771729e-01,7.794437408447265625e-01,1.332717239856719971e-01,1.586688756942749023e-01,8.378725647926330566e-01
