0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.8691741,3.351899,-0.43730614,6.1918654,5.218312,2.5114706,-0.55191714,1.6384109,4.8290076,2.2325664,-5.195707,0.75591254,-2.3002956,3.2779908,-4.9611416,-4.4185457,-0.8913716,1.7345952,4.034532,-2.1613543
-5.17335,-0.17935485,2.743017,3.3776698,6.474128,1.0763793,-3.8211768,7.331299,-3.894079,-0.6900727,7.2555375,3.610503,-2.830474,-0.91577417,-3.045531,-2.6770167,-0.0021234686,-7.01445,0.35215598,0.36959237
-4.379612,-4.0863595,0.19734891,-1.817542,-0.40339452,-6.2840815,-1.6285969,-1.8012787,-0.8046895,4.0575576,-5.3465877,-0.92587084,1.3654131,-2.33839,3.772124,-0.4733429,2.1253755,7.586262,-5.798354,-3.7238708
-2.392799,0.47576874,0.5564264,0.6945947,3.6788418,-0.47106943,-2.9827864,11.366577,-5.6302795,3.2712042,7.7291126,-4.7737856,-2.6551554,-2.005826,-0.07768729,-1.5927291,-10.247984,-8.764214,0.84325725,2.6816432
1.1827345,5.0558243,0.22500579,-2.8076715,-2.76139,-4.1943183,-4.6775928,-1.8527197,1.2358824,-1.6536856,-1.9341176,0.9364645,1.0695928,3.3902893,4.0618343,2.0351882,2.0580719,2.3569071,6.0636363,-2.9758158
-2.673586,-1.8270515,1.0266277,-3.974518,13.109652,-3.5357518,-15.651707,7.5520453,-7.2952394,3.237341,-0.53506696,8.884047,3.2152133,-1.5037409,-1.6468017,6.000993,-4.670638,-4.4800606,-1.960412,2.4026306
-4.7880154,-5.113615,2.7954285,1.3922391,-0.99046785,2.9472618,5.984189,-4.5675807,1.1100398,7.727395,-0.77073836,0.6280057,1.3341563,1.4330527,-7.152829,-8.179499,7.0155516,1.0771947,0.61958194,-0.8792234
2.420662,-4.09701,3.3433313,-3.0864754,-0.16949408,-0.27817094,6.016714,-4.9885125,-4.21367,5.8842664,2.350165,-1.5765506,-7.5008664,-1.0876085,0.5467201,-5.8620872,2.5542321,1.2454872,-4.07504,-0.93953586
1.5088586,-3.2793212,-4.525031,2.6786225,1.4980862,5.0887074,0.46973234,-3.4950016,0.09893619,0.57250494,2.18934,-2.0888686,-0.13238926,1.1532148,-2.854274,3.7741876,0.49176797,-0.15251751,3.053362,1.3667902
5.429976,-6.500911,-3.5654883,1.1395148,-0.5069354,7.4346495,9.185921,-7.050948,1.68555,3.644746,9.942552,-2.5870128,-14.109431,-1.6996667,0.82635945,-3.614776,8.34414,-7.62496,1.1301972,3.0010262
-2.276539,-0.2142945,1.4561336,3.1009417,4.420061,2.452358,-1.9042159,-2.9539056,-1.9133408,-1.7959652,-1.8858037,9.291635,1.484686,3.427697,-4.698809,-5.5212183,-2.5026138,-3.2979767,-0.35301203,1.6108289
-0.7108787,6.1959066,-0.30163074,6.5877156,-4.2589145,-2.7227592,4.0338836,5.342187,-5.8901296,-2.813,1.8616815,-0.8623404,-3.863209,5.890863,-3.0772936,1.0205351,1.3861688,-2.8188179,0.13270788,-5.115854
2.8698077,-4.713356,3.0233452,-1.9023831,-3.6115685,-5.6185064,5.4195943,-5.861176,-0.68477714,4.528157,-7.4307823,3.9674518,-9.629591,5.8245215,-5.2894707,4.6775117,6.7094345,3.7480073,-1.977309,-1.1300461
1.6228213,9.808685,0.64227015,3.4955065,-2.374245,-1.0497355,3.8560486,6.570929,-0.973742,4.3977427,5.163304,-6.794011,-13.398254,-0.16629837,-0.6874886,1.1681393,-0.83739084,3.6646397,-2.3005989,-4.810941
-3.748332,-2.3488958,1.1715999,5.0008044,-0.18767479,-7.1279674,-4.31177,3.8317308,0.81385416,-0.68210095,-2.2870946,6.4747357,2.9197834,5.8068347,-4.924053,2.8394144,0.26151818,-2.8728178,3.5378737,-1.2943149
-1.9832081,2.6694627,0.4168698,2.301211,-4.8282695,3.0306668,-5.007144,3.7475185,-0.45485744,-4.8807983,5.7486525,-4.1618943,6.689515,-2.6199973,0.8275272,-2.4494407,-2.1177876,2.686201,3.5279973,0.033589117
6.1591663,5.032593,-0.3629751,-0.88699335,8.0292015,3.3254077,-6.5390196,5.956355,-5.1287208,1.5972215,2.525346,-4.534645,-2.8549614,0.66070855,6.2177005,8.101608,0.29837495,-11.121638,3.6522496,0.08980012
3.3343904,0.4584091,-0.09834994,-2.2855234,9.450103,4.0546994,-5.784432,5.71427,-9.260788,1.480446,-3.998501,-2.8617258,7.6920214,1.7257982,-1.8558092,4.853932,-2.162611,-5.955925,7.84484,0.05123614
-4.484265,0.9837966,3.3028662,-1.6476243,-7.1415563,-2.9693842,-9.0959635,-0.9436667,-3.5277462,-4.779488,-4.962376,2.1069033,5.680694,2.8402689,0.21704222,-2.3517933,2.6467643,8.951594,1.6739179,0.59571373
-0.048418928,-0.90525174,-0.81908125,3.9202094,-0.30760095,-1.1396058,1.4993345,-5.1299787,6.382568,0.21984416,-7.9696693,6.2766075,-0.72473407,2.769657,-2.0430787,-3.813391,1.2730863,2.446857,-1.605643,0.18422353
3.4401567,-2.848401,0.37232015,1.0298314,-1.6964139,5.8295865,8.54481,-4.617683,4.0392027,-1.3017075,0.2089069,-2.0366225,-1.8961097,-0.8309028,-2.0469713,-3.94793,5.8774705,-0.7005831,-2.351791,2.3970082
9.195601,4.202445,-2.6478481,-0.7419002,3.081189,-2.7059407,-4.2212057,5.6656103,-11.812067,7.7033296,4.4352007,0.3479809,-5.434201,1.5144581,-0.7451908,10.993836,-6.853564,-5.2033806,0.8046659,-2.6771743
