0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.8691741,3.351899,-0.43730614,0.0046703615,5.218312,2.5114706,-0.55191714,-0.27005783,0.04105008,2.2325664,-5.195707,0.75591254,0.1987319,-0.020901257,-4.9611416,-0.051338788,-0.8913716,1.7345952,4.034532,-0.055271365
-5.17335,-0.17935485,2.743017,3.3776698,6.474128,0.083459154,-3.8211768,-0.27005783,-3.894079,-0.06582493,7.2555375,3.610503,-2.830474,-0.91577417,-3.045531,-2.6770167,-0.0021234686,-7.01445,0.08350979,-0.055271365
-0.0077776005,-4.0863595,0.19734891,-1.817542,-0.40339452,-6.2840815,-1.6285969,-1.8012787,-0.8046895,4.0575576,-5.3465877,-0.92587084,0.1987319,-0.020901257,3.772124,-0.4733429,-0.070854284,7.586262,-5.798354,-3.7238708
-0.0077776005,0.47576874,0.5564264,0.6945947,-0.011379731,-0.47106943,-2.9827864,11.366577,0.04105008,-0.06582493,-0.07080224,-4.7737856,-2.6551554,-2.005826,-0.07768729,-1.5927291,-0.070854284,-0.02521648,0.84325725,-0.055271365
1.1827345,5.0558243,0.22500579,0.0046703615,-0.011379731,-4.1943183,-0.09439787,-1.8527197,1.2358824,-0.06582493,-1.9341176,0.06623443,0.1987319,-0.020901257,4.0618343,-0.051338788,2.0580719,-0.02521648,0.08350979,-0.055271365
-0.0077776005,-0.090102024,-0.05094713,-3.974518,13.109652,0.083459154,-0.09439787,7.5520453,-7.2952394,3.237341,-0.53506696,0.06623443,3.2152133,-1.5037409,0.12048857,-0.051338788,-0.070854284,-0.02521648,-1.960412,2.4026306
-4.7880154,-5.113615,2.7954285,1.3922391,-0.011379731,2.9472618,-0.09439787,-4.5675807,0.04105008,7.727395,-0.77073836,0.6280057,0.1987319,-0.020901257,0.12048857,-8.179499,-0.070854284,1.0771947,0.61958194,-0.055271365
2.420662,-4.09701,-0.05094713,-3.0864754,-0.16949408,-0.27817094,-0.09439787,-4.9885125,-4.21367,5.8842664,2.350165,-1.5765506,-7.5008664,-1.0876085,0.5467201,-5.8620872,-0.070854284,1.2454872,0.08350979,-0.93953586
1.5088586,-0.090102024,-4.525031,2.6786225,-0.011379731,0.083459154,-0.09439787,-3.4950016,0.04105008,0.57250494,2.18934,0.06623443,0.1987319,1.1532148,0.12048857,3.7741876,0.49176797,-0.15251751,3.053362,-0.055271365
-0.0077776005,-0.090102024,-0.05094713,0.0046703615,-0.011379731,7.4346495,9.185921,-7.050948,0.04105008,-0.06582493,9.942552,-2.5870128,-14.109431,-1.6996667,0.82635945,-3.614776,8.34414,-0.02521648,1.1301972,3.0010262
-2.276539,-0.2142945,1.4561336,0.0046703615,4.420061,0.083459154,-1.9042159,-2.9539056,-1.9133408,-1.7959652,-0.07080224,0.06623443,0.1987319,3.427697,0.12048857,-5.5212183,-0.070854284,-0.02521648,0.08350979,1.6108289
-0.7108787,-0.090102024,-0.30163074,6.5877156,-4.2589145,-2.7227592,4.0338836,5.342187,0.04105008,-0.06582493,1.8616815,-0.8623404,0.1987319,5.890863,-3.0772936,1.0205351,1.3861688,-0.02521648,0.08350979,-5.115854
2.8698077,-0.090102024,3.0233452,-1.9023831,-0.011379731,-5.6185064,-0.09439787,-5.861176,-0.68477714,-0.06582493,-7.4307823,3.9674518,-9.629591,5.8245215,-5.2894707,4.6775117,6.7094345,3.7480073,0.08350979,-0.055271365
-0.0077776005,9.808685,0.64227015,3.4955065,-2.374245,-1.0497355,3.8560486,6.570929,-0.973742,4.3977427,5.163304,0.06623443,-13.398254,-0.16629837,0.12048857,1.1681393,-0.070854284,3.6646397,-2.3005989,-4.810941
-3.748332,-2.3488958,1.1715999,5.0008044,-0.18767479,0.083459154,-4.31177,-0.27005783,0.81385416,-0.06582493,-2.2870946,6.4747357,2.9197834,5.8068347,-4.924053,2.8394144,0.26151818,-2.8728178,3.5378737,-1.2943149
-1.9832081,2.6694627,0.4168698,2.301211,-4.8282695,3.0306668,-0.09439787,-0.27005783,-0.45485744,-4.8807983,5.7486525,-4.1618943,6.689515,-0.020901257,0.8275272,-2.4494407,-2.1177876,2.686201,3.5279973,-0.055271365
-0.0077776005,5.032593,-0.05094713,0.0046703615,8.0292015,3.3254077,-6.5390196,5.956355,-5.1287208,1.5972215,2.525346,0.06623443,-2.8549614,0.66070855,0.12048857,-0.051338788,0.29837495,-0.02521648,3.6522496,-0.055271365
-0.0077776005,0.4584091,-0.09834994,-2.2855234,9.450103,4.0546994,-5.784432,5.71427,0.04105008,1.480446,-0.07080224,0.06623443,7.6920214,1.7257982,-1.8558092,4.853932,-0.070854284,-5.955925,0.08350979,0.05123614
-4.484265,-0.090102024,3.3028662,0.0046703615,-7.1415563,-2.9693842,-9.0959635,-0.9436667,-3.5277462,-4.779488,-0.07080224,2.1069033,5.680694,2.8402689,0.12048857,-2.3517933,2.6467643,8.951594,1.6739179,0.59571373
-0.048418928,-0.90525174,-0.05094713,3.9202094,-0.30760095,-1.1396058,1.4993345,-0.27005783,6.382568,-0.06582493,-7.9696693,0.06623443,-0.72473407,-0.020901257,-2.0430787,-0.051338788,1.2730863,-0.02521648,-1.605643,-0.055271365
3.4401567,-2.848401,0.37232015,1.0298314,-1.6964139,5.8295865,8.54481,-4.617683,4.0392027,-1.3017075,0.2089069,-2.0366225,0.1987319,-0.8309028,-2.0469713,-0.051338788,5.8774705,-0.7005831,-2.351791,2.3970082
9.195601,-0.090102024,-2.6478481,-0.7419002,3.081189,-2.7059407,-0.09439787,-0.27005783,-11.812067,-0.06582493,-0.07080224,0.3479809,-5.434201,-0.020901257,-0.7451908,10.993836,-6.853564,-0.02521648,0.8046659,-2.6771743
