0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.8691741231327837,3.351898933576172,-0.4373061219920351,,5.21831162236877,2.5114704946387088,-0.551917138803422,,,2.23256624500718,-5.19570688866745,0.7559125604899382,,,-4.961141553476622,,-0.8913715847818127,1.7345951644417763,4.03453226431956,
-5.173349838726223,-0.1793548512276249,2.7430168501414007,3.3776698639085843,6.474127825308713,,-3.8211767577303,,-3.894078910972081,,7.255537610237204,3.610502909216127,-2.8304738161450187,-0.9157741941021196,-3.0455310308981707,-2.677016671157137,-0.0021234685240098,-7.014449938189016,,
,-4.08635969532317,0.1973489007796567,-1.8175419565608115,-0.4033945077394521,-6.284081537427894,-1.6285969435410623,-1.8012787405473294,-0.8046895206571564,4.057557705851538,-5.346587667427377,-0.9258708097170358,,,3.772124156979386,-0.4733428954737672,,7.586262086891338,-5.798353994111423,-3.7238707479377338
,0.4757687565425777,0.5564263891601858,0.6945947074678285,,-0.4710694196613517,-2.982786513528528,11.36657759166958,,,,-4.77378582789376,-2.6551553368114145,-2.00582596368043,-0.0776872960921925,-1.592729077208217,,,0.8432572380013275,
1.1827344649483935,5.055824057638439,0.2250057977895609,,,-4.194318237548569,,-1.8527197158068345,1.235882428027546,,-1.9341176134044389,,,,4.061834173863581,,2.058071758770126,,,
,,,-3.974518105460289,13.109651348762744,,,7.552045510411911,-7.295239291728503,3.2373409548555045,-0.5350669485207661,,3.2152133839543566,-1.5037409631803058,,,,,-1.960411973942679,2.402630571750824
-4.788015282689299,-5.113615185571914,2.7954285103923877,1.3922390444366408,,2.947261699968177,,-4.567580835577345,,7.72739490620858,-0.770738358686981,0.6280056879644924,,,,-8.179498493304548,,1.0771946918174518,0.6195819539795601,
2.420661962226548,-4.09700995330924,,-3.086475418050199,-0.1694940757427696,-0.2781709365620769,,-4.988512669957442,-4.213669984900136,5.884266496395483,2.3501647809608435,-1.5765506468054769,-7.500866367734541,-1.0876085091764545,0.5467201024630077,-5.862087362274557,,1.245487166613243,,-0.9395358697375568
1.5088585226702054,,-4.5250311934013,2.6786225086231457,,,,-3.4950015570314594,,0.5725049642925774,2.189340231597646,,,1.1532148340983674,,3.774187631927656,0.4917679720694021,-0.1525175053796636,3.0533619552024267,
,,,,,7.434649405473147,9.185920276467243,-7.050948335514806,,,9.942551434518922,-2.587012681989786,-14.1094308964863,-1.699666694031489,0.8263594494015423,-3.614775876718945,8.34413962952432,,1.130197156934175,3.001026173786318
-2.276539003044808,-0.2142944980331169,1.456133630898434,,4.420061056142634,,-1.9042158822939987,-2.953905538386333,-1.9133408506249685,-1.7959651830315844,,,,3.427696917948076,,-5.5212182673380354,,,,1.6108288175480283
-0.7108786520058806,,-0.3016307364616634,6.587715516515092,-4.258914276640109,-2.7227592276991617,4.033883493889663,5.342186706680884,,,1.861681454307896,-0.8623403956052054,,5.89086287912462,-3.0772936176609247,1.0205351130937066,1.3861688926356894,,,-5.1158539319379335
2.8698077358024645,,3.0233453177045084,-1.9023830643973143,,-5.618506300998427,,-5.861176246810702,-0.6847771255646803,,-7.430782127219399,3.967451891349522,-9.6295909772346,5.824521557236984,-5.28947053925908,4.677511796258044,6.709434326680915,3.748007298172245,,
,9.808685147485509,0.6422701181753877,3.495506566047424,-2.374244957096552,-1.049735581462602,3.8560486748078016,6.570928932464232,-0.9737420261101278,4.397742929145405,5.163303812364472,,-13.398254437770564,-0.1662983756911391,,1.1681393225536294,,3.664639738820198,-2.300598898177911,-4.810940993284894
-3.748331954100149,-2.348895814237366,1.1715998651641963,5.00080422828129,-0.1876747876084293,,-4.311769971454849,,0.8138541844845564,,-2.2870946673121813,6.4747357325329125,2.919783268926885,5.806834865506018,-4.924052996543322,2.839414408797426,0.2615181909358515,-2.8728176745506118,3.5378738401474075,-1.294314901090929
-1.983208079656233,2.669462799831729,0.4168697979945275,2.30121122077943,-4.82826950740242,3.030666753260589,,,-0.4548574359206846,-4.880798425878151,5.748652318362304,-4.161894411874775,6.689515281420344,,0.8275272519015539,-2.4494407011268367,-2.117787541907036,2.686201153023019,3.5279972093233543,
,5.032592914978273,,,8.029201284745692,3.3254077378285776,-6.539019650137592,5.956355195772028,-5.128720570444729,1.5972214944963168,2.5253460091426168,,-2.854961514114584,0.6607085640775229,,,0.2983749394364086,,3.652249530236288,
,0.4584091095335914,-0.0983499336390074,-2.285523503819927,9.450102667356193,4.054699246414781,-5.784431808922538,5.714269881768682,,1.4804460391674246,,,7.692021358874892,1.7257982504895195,-1.855809258818016,4.853931853572933,,-5.955925081516211,,0.0512361397061078
-4.484264730696137,,3.3028661705859848,,-7.141556246697494,-2.9693841883027714,-9.09596390778048,-0.9436666778709788,-3.5277463159329927,-4.77948818406833,,2.1069032569935406,5.6806943240548975,2.8402688744888485,,-2.351793334572652,2.6467642872580184,8.951594250735322,1.673917917220805,0.5957137095156164
-0.0484189274910582,-0.9052517692289556,,3.9202095136722153,-0.3076009550911133,-1.1396057811493607,1.4993344685323404,,6.382567683773201,,-7.969669450846251,,-0.7247340398690891,,-2.04307870140557,,1.2730862701379275,,-1.6056430387699543,
3.440156697289601,-2.84840103103678,0.3723201510102989,1.0298313794792775,-1.6964138161955526,5.829586324570443,8.544810600114404,-4.617682886135694,4.039202561799777,-1.301707539606072,0.208906906429771,-2.036622460927852,,-0.8309028323944002,-2.0469714022974417,,5.877470453483127,-0.7005831191885248,-2.351790840314939,2.3970081944060757
9.195601812622517,,-2.647848161214641,-0.7419001849576224,3.08118884882485,-2.705940643685348,,,-11.812067078893676,,,0.3479808973495837,-5.434200720530704,,-0.7451908100476347,10.993836705883933,-6.853564023956143,,0.8046659269451335,-2.6771744357290785
-9.389258075559084,-7.583963425050449,2.426156982219708,2.762738551525154,5.338274664651789,-0.5345925248732956,-4.455032562645759,,,-2.168681736489928,-10.293433282985047,8.70437811882601,13.605420280534547,,,-0.0196825117619011,2.033240663398342,-2.822516450747753,0.6171331937092985,2.7410918849032364
,,,1.8600049029859456,-1.895774453068862,1.806129129423074,,-2.617320539244748,,-0.2004155842453782,3.1650648576374047,0.2663424429928206,-9.111768567427,-1.516864230981025,2.4646323565024395,,,-4.883445545610142,-5.121993301281682,
7.796551005790856,4.870865492183814,1.1525548791164,0.0068102672555868,10.83494875321255,1.4136887190323577,,6.510433034823082,,0.6261032227915688,-1.6458896037466644,,-0.4580677639909468,1.2080084690746842,,4.090646331382203,2.2187711179704808,-3.674817975622725,-0.5561507216527575,-0.3948961192376251
,1.1668286716916794,,-1.7535886814524482,,1.2604143996092962,,-3.4106495845581883,4.411549858712508,,,4.016915832098478,2.084998860570405,-2.6206823196083247,,6.535552426098948,0.0359169383066826,,-5.19565166036866,2.946468608712619
2.8021405567938977,,,0.0528102250843759,,2.626015166996805,5.171494418547661,-1.0307121258905674,,-2.2022835585133373,,1.169879176036582,,0.490550464693299,3.843006922902139,-5.072514964585881,,-7.780183460813696,1.5297546555185666,2.42806571065407
10.151540062288946,0.0139862250015011,-5.429083351013023,,-0.0891872680721884,,,1.8193030255423228,,-0.564210118788405,-5.855539213413966,2.509775572718348,3.552867819898148,,-1.966016618859428,9.528303465200342,2.0892904366431195,11.822027290837251,,-2.293073692464105
-0.6630417395401051,-0.7884226685773945,,-0.1548628431012986,,,,4.364628746614739,,-1.58475528883722,2.377048753132375,-4.211484666050499,,,,,-5.808539745135468,,-2.809270333209604,
-1.3093341756371153,,-1.471556543277781,3.5516075197892727,-5.763497509206972,,,,,,,-0.7205137201717021,,0.6131491908079552,7.065532372173225,-7.321144644596167,,,-3.590725651307758,3.726828820975501
-1.4190530494226845,-1.5894419953609866,,,-0.1034730636219553,2.2825733295677293,,,,-1.2804189712008784,5.45833479964063,,3.3799160085706794,-3.881707551233117,0.3136402521986594,1.0491496568243135,,-1.4066058764147775,-6.5877871858913855,-1.3305923140716591
-0.1973296565546862,4.800613300443613,0.0341701975612296,-4.726967863759183,-4.965152292521938,-6.765497018261845,,-2.7733874716879745,2.3381151442868395,,0.4100484251010913,,-5.855195403065306,0.3624453863658105,5.54413909279295,-0.8501126915359646,,1.7644603132346433,-0.3422415587436885,
,,-2.816257401777453,-0.6270664143257294,,-4.178248216309391,-3.582385442804644,-2.848827980532116,0.1164573943594601,6.494166187260292,,3.4926786499860367,-6.634674562472711,1.7924551042840826,2.31307916985511,,1.099995529411651,4.764823445006723,3.097591793876804,-4.985404483763579
0.1160359245599412,4.587215489049995,-4.0536822392504295,-2.786660848906206,,,-2.2816238339653574,,8.053401051418863,4.343082946649315,,0.579734541291666,-1.095543611043723,-1.7450314106640736,5.01128456298393,8.998965670925998,,,1.872571217812205,-3.639151157319665
2.7216865393042764,,,,-3.823691383672924,,0.1345326083794654,-0.6217465526526947,1.7516059308903216,-1.100233136635613,-0.2507218322231559,-0.3537033913135113,-2.223700835488766,,-0.3113570571072862,-0.6140493967530856,,6.597566755474122,,
,2.2115250271641544,-0.9456576204187354,-5.679705585617803,-4.931155964309783,-4.221055841512164,-2.3273645836743064,-4.997290804883962,2.499832382399519,-3.625739592881797,,4.409469145856182,2.769457703463892,1.361920676814782,2.161679489572445,4.9083859607948215,-7.988254457702083,,1.6013372053157826,
2.713498333808562,1.3954161949482755,0.5243627864705157,,7.200439844643482,1.4804657276322724,,6.617931492535253,,2.576080940035617,,-1.1614612066907315,6.329813911911908,-1.4804424828474911,-1.2026687379450136,,-0.7912970054943838,,-4.233292423986972,-1.815921813469784
,-5.2088947559177,2.673881926072744,-1.3666740454598592,-0.8831429336863594,9.056104099140676,-0.7109024147918844,7.842292962910682,-3.473548341665139,-6.4963456204277215,8.54054382010813,,9.774143544748387,-6.706929546219687,4.416262250413404,,-3.940810644403698,-6.237598241416318,,
-3.763301641457521,,,3.434002865191992,,-1.0141088113487788,,5.894212013790758,-2.230208885083379,,2.587631058710748,1.6236765201489929,,,-7.354188849254625,-1.2803578157022897,1.8757217748372423,-7.328276156829015,-0.9581281652735072,-5.261007337094187
-0.5310026221337396,5.13548656096788,,-5.413242465978242,-2.7979181713463235,-5.425924504511347,,1.746329624105151,-3.464374676969988,,1.161848515689203,,-5.656281704878047,-2.8600776974308904,3.707632591417677,1.9997334958658517,,,,-7.242297569918608
3.369875928255992,-3.633225881564452,1.5954227585323952,,,-5.723416615487478,4.029656280564534,,1.7145797288219249,,6.247135993140412,,-6.445438214735838,-0.1020844389416922,,-1.6300575040468182,-1.9171898118747432,0.393714934296415,-4.621246404906551,
